
OID=.1.3.6.1.2.1.1.2.0, Type=OID, Value=1.3.6.1.4.1.318.1.3.4.5
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.11, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.12, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.13, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.14, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.15, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.16, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.17, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.18, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.19, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.20, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.21, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.22, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.23, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.24, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.5, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.6, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.7, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.8, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.9, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.10, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.11, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.12, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.13, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.14, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.15, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.16, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.17, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.18, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.19, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.20, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.21, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.22, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.23, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.3.1.1.5.24, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.6, Type=Integer, Value=6
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.7, Type=Integer, Value=7
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.8, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.9, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.10, Type=Integer, Value=10
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.11, Type=Integer, Value=11
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.12, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.13, Type=Integer, Value=13
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.14, Type=Integer, Value=14
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.15, Type=Integer, Value=15
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.16, Type=Integer, Value=16
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.17, Type=Integer, Value=17
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.18, Type=Integer, Value=18
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.19, Type=Integer, Value=19
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.20, Type=Integer, Value=20
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.21, Type=Integer, Value=21
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.22, Type=Integer, Value=22
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.23, Type=Integer, Value=23
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.1.24, Type=Integer, Value=24
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.1, Type=OctetString, Value=Outlet 1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.2, Type=OctetString, Value=Outlet 2
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.3, Type=OctetString, Value=Outlet 3
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.4, Type=OctetString, Value=Outlet 4
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.5, Type=OctetString, Value=Outlet 5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.6, Type=OctetString, Value=Outlet 6
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.7, Type=OctetString, Value=Outlet 7
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.8, Type=OctetString, Value=Outlet 8
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.9, Type=OctetString, Value=Outlet 9
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.10, Type=OctetString, Value=Outlet 10
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.11, Type=OctetString, Value=Outlet 11
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.12, Type=OctetString, Value=Outlet 12
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.13, Type=OctetString, Value=Outlet 13
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.14, Type=OctetString, Value=Outlet 14
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.15, Type=OctetString, Value=Outlet 15
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.16, Type=OctetString, Value=Outlet 16
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.17, Type=OctetString, Value=Outlet 17
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.18, Type=OctetString, Value=Outlet 18
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.19, Type=OctetString, Value=Outlet 19
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.20, Type=OctetString, Value=Outlet 20
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.21, Type=OctetString, Value=Outlet 21
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.22, Type=OctetString, Value=Outlet 22
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.23, Type=OctetString, Value=Outlet 23
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.2.24, Type=OctetString, Value=Outlet 24
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.3, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.4, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.5, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.6, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.7, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.8, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.9, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.10, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.11, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.12, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.13, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.14, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.15, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.16, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.17, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.18, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.19, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.20, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.21, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.22, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.23, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.3.24, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.5, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.6, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.7, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.8, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.9, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.10, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.11, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.12, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.13, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.14, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.15, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.16, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.17, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.18, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.19, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.20, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.21, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.22, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.23, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.4.24, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.5, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.6, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.7, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.8, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.9, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.10, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.11, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.12, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.13, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.14, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.15, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.16, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.17, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.18, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.19, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.20, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.21, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.22, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.23, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.5.24, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.1, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.2, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.3, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.4, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.6, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.7, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.8, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.9, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.10, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.11, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.12, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.13, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.14, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.15, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.16, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.17, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.18, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.19, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.20, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.21, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.22, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.23, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.6.24, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.5, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.6, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.7, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.8, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.9, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.10, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.11, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.12, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.13, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.14, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.15, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.16, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.17, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.18, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.19, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.20, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.21, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.22, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.23, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.1.1.7.24, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.4.2.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.6, Type=Integer, Value=6
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.7, Type=Integer, Value=7
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.8, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.9, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.10, Type=Integer, Value=10
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.11, Type=Integer, Value=11
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.12, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.13, Type=Integer, Value=13
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.14, Type=Integer, Value=14
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.15, Type=Integer, Value=15
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.16, Type=Integer, Value=16
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.17, Type=Integer, Value=17
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.18, Type=Integer, Value=18
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.19, Type=Integer, Value=19
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.20, Type=Integer, Value=20
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.21, Type=Integer, Value=21
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.22, Type=Integer, Value=22
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.23, Type=Integer, Value=23
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.1.24, Type=Integer, Value=24
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.1, Type=OctetString, Value=Outlet 1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.2, Type=OctetString, Value=Outlet 2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.3, Type=OctetString, Value=Outlet 3
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.4, Type=OctetString, Value=Outlet 4
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.5, Type=OctetString, Value=Outlet 5
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.6, Type=OctetString, Value=Outlet 6
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.7, Type=OctetString, Value=Outlet 7
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.8, Type=OctetString, Value=Outlet 8
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.9, Type=OctetString, Value=Outlet 9
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.10, Type=OctetString, Value=Outlet 10
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.11, Type=OctetString, Value=Outlet 11
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.12, Type=OctetString, Value=Outlet 12
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.13, Type=OctetString, Value=Outlet 13
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.14, Type=OctetString, Value=Outlet 14
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.15, Type=OctetString, Value=Outlet 15
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.16, Type=OctetString, Value=Outlet 16
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.17, Type=OctetString, Value=Outlet 17
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.18, Type=OctetString, Value=Outlet 18
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.19, Type=OctetString, Value=Outlet 19
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.20, Type=OctetString, Value=Outlet 20
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.21, Type=OctetString, Value=Outlet 21
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.22, Type=OctetString, Value=Outlet 22
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.23, Type=OctetString, Value=Outlet 23
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.2.24, Type=OctetString, Value=Outlet 24
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.3, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.4, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.5, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.6, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.7, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.8, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.9, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.10, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.11, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.12, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.13, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.14, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.15, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.16, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.17, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.18, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.19, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.20, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.21, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.22, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.23, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.3.24, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.3, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.4, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.5, Type=Integer, Value=1
